2/5/25,,,,,,,,,
County,Auth #,Organization Name,Center Name,Address,Address 2,City,Zip,Phone,Extension
PALM BEACH,5625,YWCA CHILD DEVELOPMENT CENTER,YWCA CHILD DEVELOPMENT CENTER,1009 N. SAPODILLA AVE.,,WEST PALM BEACH,334013238,5618332441,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,ACADEMY AT THE COVE,37737 C AVE,,ZEPHYRHILLS,33542,8133554699,
PASCO,3368,ADVENTURE LEARNING CHILD CARE LLC,ADVENTURE LEARNING CHILD CARE LLC,6351 MASSACHUSETTS AVE.,,NEW PORT RICHEY,346532531,7278473635,
PASCO,4557,ALL ABOUT ME LEARNING CENTER,ALL ABOUT ME LEARNING CENTER,5024 MISSION SQUARE LANE,,ZEPHYRHILLS,335426917,8137024907,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,BRAIN BUILDERS PRESCHOOL LLC,4815 ALLEN RD,,ZEPHYRHILLS,33541,8139573336,
PASCO,1711,"CEDARVIEW LEARNING CENTER TOO, INC.",CEDARVIEW LEARNING CENTER TOO INC,9446 U. S. HWY 19,,PORT RICHEY,346684623,7278494151,
PASCO,4635,CHILDREN OF LIGHT ACADEMY,CHILDREN OF LIGHT ACADEMY,6140 PERRINE RANCH RD,,NEW PORT RICHEY,346553822,7279405361,
PASCO,782,CHILDREN'S NEST DAY SCHOOL,CHILDREN'S NEST CHILD CARE INC,24170 STATE RD 54,,LUTZ,33559,8139491494,
PASCO,4944,CLINTON ACADEMY LLC,CLINTON ACADEMY LLC,36332 CLINTON AVE,,DADE CITY,335258430,3525672088,
PASCO,5475,CREATIVE MINDS PRESCHOOL,CREATIVE MINDS PRESCHOOL,5339 MILE STRETCH DRIVE,,HOLIDAY,346906064,7279343739,
PASCO,6489,DISCOVERY POINT #68,DISCOVERY POINT #68,23695 VENEZIA DRIVE,,LAND O'LAKES,346395466,8139498211,
PASCO,5086,EINSTEIN LEARNING SCHOOL LLC,EINSTEIN LEARNING SCHOOL LLC,35203 SR 54,,ZEPHYRHILLS,335411989,8133955117,
PASCO,2677,"CHILD CARE OF SOUTHWEST FL., INC.",FIRST STEPS EDUCATION PORT RICHEY,6534 RIDGE RD,,PORT RICHEY,34668,7278170515,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,FIRST STEPS PRESCHOOL,5238 MILE STRETCH DRIVE,,HOLIDAY,34690,7279420401,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,IVY BLOSSOMS CHILDCARE CENTER,30126 STATE ROAD 54,,WESLEY CHAPEL,33543,8139296276,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,KIDS COVE CHILDCARE CENTER,38839 5TH AVE,,ZEPHYRHILLS,33542,8133958741,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,KIDS R KIDS #10,2731 COLLIER PKWY,,LAND O'LAKES,34639,8139187183,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,KIDS R KIDS FLORIDA 11,30100 OVERPASS ROAD,,WESLEY CHAPEL,33545,8133554824,
PASCO,6367,KIDS WORLD OF NEW PORT RICHEY,KIDS WORLD OF NEW PORT RICHEY,4410 EVANS AVE,,NEW PORT RICHEY,346525413,7278458185,
PASCO,6351,KIDS WORLD OF WESLEY CHAPEL LLC,KIDS WORLD OF WESLEY CHAPEL,27300 DAYFLOWER BLVD,,WESLEY CHAPEL,335444063,8139915499,
PASCO,6082,KIDS WORLD OF ZEPHYRHILLS LLC,KIDS WORLD OF ZEPHYRHILLS LLC,6145 ABBOTT STATION DR,,ZEPHYRHILLS,335424891,8138380868,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,KIDZ GALLERY,1723 CARPENTERS RUN BLVD,,LUTZ,33559,8139480670,
PASCO,277,KINDERCARE LEARNING CENTERS LLC,KINDERCARE LEARNING CENTER #301833,2303 OAK MYRTLE LANE,,WESLEY CHAPEL,33544,8139733725,
PASCO,1348,LA PETITE ACADEMY,LA PETITE ACADEMY (COBBLESTONE DR),12024 COBBLESTONE DRIVE,,HUDSON,34667,7278634917,
PASCO,1348,LA PETITE ACADEMY,LA PETITE ACADEMY (STATE RD. 54),6829 STATE ROAD 54,,NEW PORT RICHEY,34653,7278456220,
PASCO,2677,"CHILD CARE OF SOUTHWEST FL., INC.",LEADING BY EXAMPLE CHILDCARE,6427 LAMBERT LANE,,NEW PORT RICHEY,34652,7278471122,
PASCO,5147,LEARN AND PLAY PRESCHOOL CORP,LEARN AND PLAY PRESCHOOL CORP,9310 STATE ROAD 52,,HUDSON,346694020,7278687333,
PASCO,5002,LIL STARS LEARNING CENTER,LIL STARS LEARNING CENTER,5034 18TH STREET,,ZEPHYRHILLS,335422152,8137880841,
PASCO,6121,LITTLE BRAVE HEARTS PRESCHOOL INC,LITTLE BRAVE HEARTS PRESCHOOL,5129 TROUBLE CREEK RD,,NEW PORT RICHEY,346524909,7278169127,
PASCO,6708,LITTLE RASCALS PRESCHOOL 2,LITTLE RASCALS PRESCHOOL 2 LLC,6424 TROUBLE CREEK RD,,NEW PORT RICHEY,346535248,7272326025,
PASCO,5887,LITTLE RASCALS PRESCHOOL,LITTLE RASCALS PRESCHOOL LLC,2908 GRAND BLVD,,HOLIDAY,346903015,7279354960,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,LITTLE SUNSHINE PRESCHOOL AND LEARNING CENTER,9316 LITTLE ROAD,,NEW PORT RICHEY,34654,7278689100,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,NEW HORIZONS PRESCHOOL & LEARNING CENTER,7440 RIDGE ROAD,,PORT RICHEY,34668,7278227100,
PASCO,6580,O2B KIDS NEW PORT RICHEY,O2B KIDS NEW PORT RICHEY,8700 TROUBLE CREEK ROAD,,NEW PORT RICHEY,346537012,7273768122,
PASCO,5975,EARLY ACHIEVERS ACADEMY,PNB WALKER INCORPORATED,7126 LITTLE ROAD,,NEW PORT RICHEY,346545514,7278471255,
PASCO,2677,"CHILD CARE OF SOUTHWEST FL., INC.",PPEC OF FL NPR LLC,4008 LITTLE RD,,NEW PORT RICHEY,34655,7275649938,
PASCO,3733,CURLEW LEARNING CENTER,PRIMARY PREP LEARNING CENTER,6916 PERRINE RANCH RD,,NEW PORT RICHEY,34655,7273728077,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,ROSE GARDEN LEARNING ACADEMY,4219 US HIGHWAY 19,,NEW PORT RICHEY,34652,7278418900,
PASCO,6248,SARAH BEE BILINGUAL ACADEMY 2,SARAH BEE BILINGUAL ACADEMY 2,5405 WATER ST,,NEW PORT RICHEY,346524030,7272324245,
PASCO,6037,SARAH BEE BILINGUAL ACADEMY & CHILD CARE CENTER,SARAH BEE BILINGUAL ACADEMY CHILD CARE CENTER LLC,5522 GULF DR,,NEW PORT RICHEY,346524030,7274846289,
PASCO,6694,SEA OF LEARNING PRE-SCHOOL,SEA OF LEARNING PRE-SCHOOL,9430 DECUBELLIS RD,,NEW PORT RICHEY,346545506,7278421577,
PASCO,6656,STARFISH SCHOLARS OF TRINITY LLC,STARFISH SCHOLARS OF TRINITY LLC,11081 TRINITY BLVD,,TRINITY,346554520,7273765437,
PASCO,6686,STORYBOOK SCHOOLHOUSE,STORYBOOK SCHOOLHOUSE,4301 GRAND BOULEVARD,,NEW PORT RICHEY,346525452,7278480396,
PASCO,6682,STORYBOOK SCHOOLHOUSE TOO,STORYBOOK SCHOOLHOUSE TOO INC,5231 STATE RD 54,,NEW PORT RICHEY,346526000,7278417898,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,STRAWBERRY PATCH PRESCHOOL,20145 US HWY 301,,DADE CITY,33523,3528071615,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,SUGAR & SPICE LEARNING CENTER,3508 LAND O' LAKES BLVD,,LAND O'LAKES,34639,8139963115,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,SUGAR & SPICE PRESCHOOL OF LEXINGTON OAKS,26312 LEXINGTON OAKS BLVD.,,WESLEY CHAPEL,33544,8139919454,
PASCO,6307,SUGAR PLUM ACADEMY,SUGAR PLUM ACADEMY,7800 NEW YORK AVENUE,,HUDSON,346673529,7278692598,
PASCO,5631,TEDDY BEARS LEARNING CENTER,TEDDY BEARS LEARNING CENTER,7813 GALL RD.,,ZEPHYRHILLS,335414317,8133958457,
PASCO,2677,"CHILD CARE OF SOUTHWEST FL., INC.",THE GUARDIAN ANGELS CHRISTIAN ACADEMY,12306 STATE RD 52,,HUDSON,34669,7279005665,
PASCO,2677,"CHILD CARE OF SOUTHWEST FL., INC.",THE HUMPTY DUMPTY PRESCHOOL LLC,7628 CONGRESS ST,,NEW PORT RICHEY,34653,7272646691,
PASCO,4988,THE TREEHOUSE VILLAGE EARLY LEARNING CENTER II,THE TREEHOUSE VILLAGE EARLY LEARNING CENTER II,15417 US HIGHWAY 19,,HUDSON,346673612,7278632020,
PASCO,6060,TOP KIDS BILINGUAL PRESCHOOL NEW PORT RICHEY INC,TOP KIDS BILINGUAL PRESCHOOL NEW PORT RICHEY INC,6115 CENTRAL AVE,,NEW PORT RICHEY,346533203,7278348187,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,ZEPHYR ANGELS PRESCHOOL,5006 5TH ST,,ZEPHYRHILLS,33542,8133173257,
PASCO,1458,CORNERSTONE FAMILY MINISTRIES,ZFN KIDS CARE PRESCHOOL AND SCHOOL AGE CENTER,6151 12TH STREET,,ZEPHYRHILLS,33542,8137798862,
PINELLAS,3733,CURLEW LEARNING CENTER,A CHILD'S PLACE,4025 49TH ST N,,ST. PETERSBURG,33709,7275261330,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,ACADEMY FOR LOVE AND LEARNING,2901 54TH AVE S,,ST. PETERSBURG,33712,7275757992,
PINELLAS,345,"ACADEMY OF LEARNING, INC.","ACADEMY OF LEARNING, INC.",555 40TH ST. N.,,ST. PETERSBURG,337136311,7273231607,
PINELLAS,783,"ACRES OF FUN CHILD CARE, INC","ACRES OF FUN CHILD CARE, INC.",6262 62ND AVENUE NORTH,,PINELLAS PARK,337815201,7275446262,
PINELLAS,6690,"ALL CHILDREN CHRISTIAN ACADEMY, INC.","ALL CHILDREN CHRISTIAN ACADEMY, INC.",1197 HIGHLAND AVE N,,LARGO,337700000,7272029715,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,BRIGHT DISCOVERIES FOR EARLY LEARNING,438 62ND AVE NORTH,,ST. PETERSBURG,33702,7275275690,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,BRILLIANT LITTLE MINDS EARLY CHILDHOOD LEARNING CENTER,6001 PARK BLVD,,NORTH PINELLAS PARK,33781,7275410306,
PINELLAS,5514,BUILDING BLOCKS AT CLEARWATER LLC,BUILDING BLOCKS AT CLEARWATER LLC,1112 LAKEVIEW ROAD,,CLEARWATER,337563524,7274434673,
PINELLAS,6473,CELEBRITY KIDS CLUB OF PINELLAS INC,CELEBRITY KIDS CLUB OF PINELLAS,2511 5TH AVE S,,ST. PETERSBURG,337121634,7273231579,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,CHILD DEVELOPMENT AND FAMILY GUIDANCE CENTER,1930 4TH STREET S,,ST. PETERSBURG,33705,7275515192,
PINELLAS,5564,CHRISTIAN WAY ACADEMY,CHRISTIAN WAY ACADEMY,431 EAST SPRUCE STREET,,TARPON SPRINGS,346894015,7279354013,
PINELLAS,2677,"CHILD CARE OF SOUTHWEST FL., INC.",CREATIVE LEARNING CENTER,4970 82ND AVE N,,NORTH PINELLAS PARK,33781,7275448416,
PINELLAS,3733,CURLEW LEARNING CENTER,CURLEW LEARNING CENTER,2285 CURLEW RD,,DUNEDIN,34698,7277846162,
PINELLAS,5537,"DELORES M. SMITH ACADEMY, INC.",DELORES M SMITH ACADEMY INC,1766  49TH STREET SOUTH,,ST. PETERSBURG,337074343,7272018463,
PINELLAS,5107,DISCOVERY LEARNING CENTER,DISCOVERY LEARNING CENTER,3100 75TH STREET NORTH,,ST. PETERSBURG,337102326,7273416913,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,FAITH ACADEMY INTERNATIONAL,915 DREW STREET,,CLEARWATER,33755,8133527402,
PINELLAS,2677,"CHILD CARE OF SOUTHWEST FL., INC.",FIRST STEPS EDUCATION ST PETERSBURG,530 31ST STREET SOUTH,,ST. PETERSBURG,33712,7273173582,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,FUNDAMENTALS EARLY LEARNING LLC,5021 75TH AVE N,,PINELLAS PARK,33781,7272569306,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,GATES AND BRIDGES LEARNING ACADEMY,2332 DR. MARTIN LUTHER KING JR. S,,ST. PETERSBURG,33705,8135738765,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,GREENACRES CHILDCARE CENTER,9110 102ND AVE N,,LARGO,33777,7273938352,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,HAPPY CORNER ACADEMY LLC,2201 CURTIS DRIVE S,,CLEARWATER,33764,7275125141,
PINELLAS,2309,HAPPY DAYS ACADEMY LLC,"HAPPY DAYS ACADEMY, LLC",6881 40TH ST N,,PINELLAS PARK,337816100,7275259049,
PINELLAS,76,R'CLUB CHILD CARE INC.,"HAPPY WORKERS, AN R'CLUB EARLY LEARNING ACADEMY",920 19TH STREET SOUTH,,ST. PETERSBURG,33712,7278945337,
PINELLAS,6761,HIGHLAND EARLY LEARNING CENTER,HIGHLAND EARLY LEARNING CENTER,1301 N HIGHLAND AVENUE,,CLEARWATER,337553416,7275591627,
PINELLAS,5908,HOPE ACADEMY INTERNATIONAL,HOPE ACADEMY INTERNATIONAL,920 PALMETTO STREET,,CLEARWATER,337554229,8133527402,
PINELLAS,5901,IMAGINATION STATION,IMAGINATION STATION,2200 33RD ST SO,,ST. PETERSBURG,337123311,7273273610,
PINELLAS,6395,INFINITE POTENTIAL LEARNING ACADEMY,INFINITE POTENTIAL LEARNING ACADEMY,1900 12TH STREET SOUTH,,ST. PETERSBURG,337052607,7279544934,
PINELLAS,5710,"INFINITE POTENTIAL LEARNING CENTER, LLC","INFINITE POTENTIAL LEARNING CENTER, LLC",2250 62ND AVENUE SOUTH,,ST. PETERSBURG,337125374,7278644752,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,KAIROS PRESCHOOL DBA CAMP SONSHINE,1911 ATLANTIS DRIVE,,CLEARWATER,33763,7277990611,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,KID CITY USA CLEARWATER,3130 MCMULLEN BOOTH ROAD,,CLEARWATER,33761,7277970382,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,KID-A-RAMA ACADEMY,2480 BELLEAIR RD,,CLEARWATER,33764,7274440975,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,KIDDIE CITY LEARNING CENTER,3024 PARK LANE,,DUNEDIN,34698,7277969493,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,KIDS TIME PRESCHOOL,25400 US HWY 19 N SUITE 101,,CLEARWATER,33763,7277973128,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,KIDS ZONE ACADEMY 2 LLC,4500 38TH AVE N,,ST. PETERSBURG,33713,7275261038,
PINELLAS,1985,KIDZ WORLD PRESCHOOL,KIDZ WORLD PRESCHOOL,50 50TH STREET SOUTH,,ST. PETERSBURG,33707,7273226316,
PINELLAS,277,KINDERCARE LEARNING CENTERS LLC,KINDERCARE  LEARNING CENTER  #531,2644 STATE ROAD 590,,CLEARWATER,33759,7277979307,
PINELLAS,277,KINDERCARE LEARNING CENTERS LLC,KINDERCARE LEARNING CENTER #1037,1990 MAIN STREET,,DUNEDIN,34698,7277337308,
PINELLAS,277,KINDERCARE LEARNING CENTERS LLC,KINDERCARE LEARNING CENTER #216,3270 EAST BAY DRIVE,,LARGO,33771,7275361283,
PINELLAS,277,KINDERCARE LEARNING CENTERS LLC,KINDERCARE LEARNING CENTER #885,6520 102ND AVE NORTH,,PINELLAS PARK,33782,7275415292,
PINELLAS,1348,LA PETITE ACADEMY,LA PETITE ACADEMY (MCMULLEN BOOTH RD),1880 MCMULLEN BOOTH RD.,,CLEARWATER,33759,7277961705,
PINELLAS,6777,LARGO COUNTRY SCHOOL,LARGO COUNTRY SCHOOL,1351 CLEARWATER/LARGO RD,,LARGO,337701162,7275865180,0
PINELLAS,5739,LEALMAN YMCA PRESCHOOL ACADEMY,LEALMAN YMCA PRESCHOOL ACADEMY,5175 45TH STREET NORTH,,ST. PETERSBURG,337142266,7272053115,
PINELLAS,6087,LEARNING ADVENTURES PRESCHOOL,LEARNING ADVENTURES PRESCHOOL LLC,4401 38TH AVE N,,ST. PETERSBURG,337131124,7275273180,87
PINELLAS,4880,LEARNING EMPOWERED INC,LEARNING EMPOWERED'S ACADEMY AT ST. MARK'S,6801 38TH AVE NORTH,,ST. PETERSBURG,33710,7273505896,
PINELLAS,4880,LEARNING EMPOWERED INC,LEARNING EMPOWERED'S CHILDREN OF THE WORLD ACADEMY,1801 62ND AVE. N.,,ST. PETERSBURG,33702,7275260017,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,LITTLE ONES PRESCHOOL,1400 SAN CHRISTOPHER DRIVE,,DUNEDIN,34698,7277332007,
PINELLAS,121,"LUTHERAN SERVICES FLORIDA, INC.",LSF INC CONNIE L MARMARO CENTER,3600 FAIRFIELD AVE S,,ST. PETERSBURG,33711,7273219778,
PINELLAS,121,"LUTHERAN SERVICES FLORIDA, INC.",LSF INC DR HEIDI GREENSLADE CENTER,802 TURNER ST,,CLEARWATER,33756,7274628323,
PINELLAS,121,"LUTHERAN SERVICES FLORIDA, INC.",LSF INC. HEAD START ISAY M. GULLEY CENTER,1045 N. MARTIN LUTHER KING AVE,,CLEARWATER,33756,7274419801,
PINELLAS,121,"LUTHERAN SERVICES FLORIDA, INC.",LSF INC. HEAD START JORDAN PARK,2390 9TH AVENUE SOUTH,,ST. PETERSBURG,33712,7273274144,
PINELLAS,121,"LUTHERAN SERVICES FLORIDA, INC.",LSF INC. HEAD START TARPON SPRINGS CENTER,516 SOUTH HUEY,,TARPON SPRINGS,34689,7279384919,
PINELLAS,121,"LUTHERAN SERVICES FLORIDA, INC.",LSF INC. LOS CAMINOS CENTER,1435 LAKEVIEW RD,,CLEARWATER,33756,7274426383,
PINELLAS,121,"LUTHERAN SERVICES FLORIDA, INC.",LSF INC. RAINBOW VILLAGE CENTER,12351 134TH AVE UNIT 151,,LARGO,33774,7275846945,
PINELLAS,121,"LUTHERAN SERVICES FLORIDA, INC.",LUTHERAN SERVICES FLORIDA INC HIGH POINT CENTER,15495 58TH STREET NORTH,,CLEARWATER,33760,7275355009,
PINELLAS,4008,MAGNOLIA DAY SCHOOL OF PINELLAS PARK,MAGNOLIA DAY SCHOOL OF PINELLAS PARK,7510 PARK BLVD,,PINELLAS PARK,337813701,7276239963,
PINELLAS,3420,MAGNOLIA DAYSCHOOL OF SOUTH ST PETE,MAGNOLIA DAYSCHOOL OF SOUTH ST. PETE,2701 54TH AVE S,,ST. PETERSBURG,337124777,7278652273,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,MY LITTLE SUNSHINES,1169 MARTIN LUTHER KING JR. AVE,,DUNEDIN,34698,7274887425,
PINELLAS,4005,NEW BEGINNINGS PRESCHOOL,NEW BEGINNINGS PRESCHOOL,12240 SEMINOLE BLVD.,,LARGO,337782757,7275598469,
PINELLAS,6528,NGK,NGK,8800 49TH STREET N SUITE# 110,,PINELLAS PARK,337825332,7272892944,
PINELLAS,5528,PALM HARBOR CREATIVE LEARNING ACADEMY,PALM HARBOR CREATIVE LEARNING ACADEMY,3350 ALT 19,,PALM HARBOR,346831937,7277547636,
PINELLAS,2677,"CHILD CARE OF SOUTHWEST FL., INC.","PPEC OF FL ST PETE, LLC",850 3RD AVE SOUTH,,ST. PETERSBURG,33701,7278215439,
PINELLAS,3514,PRECIOUS ANGELS PRESCHOOL,PRECIOUS ANGEL'S PRESCHOOL,"3747 34TH ST., SOUTH",,ST. PETERSBURG,337113836,7278646037,
PINELLAS,6586,PRIMARY PLAY PRESCHOOL LLC,PRIMARY PLAY PRESCHOOL LLC,845 WOODLAWN STREET,,CLEARWATER,337562180,7272107676,
PINELLAS,76,R'CLUB CHILD CARE INC.,R' CLUB EARLY LEARNING ACADEMY @ 94TH AVENUE,4920 94TH AVE. NORTH,,PINELLAS PARK,33782,7275444651,
PINELLAS,76,R'CLUB CHILD CARE INC.,R'CLUB COMMUNITY PRIDE AT BREEDEN,1235 HOLT AVE,,CLEARWATER,33755,7274430958,
PINELLAS,76,R'CLUB CHILD CARE INC.,R'CLUB COMMUNITY PRIDE AT GATEWAY,211 S MISSOURI AVE,,CLEARWATER,33756,7274430948,
PINELLAS,76,R'CLUB CHILD CARE INC.,R'CLUB EARLY LEARNING ACADEMY @ ASI,2 ASI WAY NORTH,,ST. PETERSBURG,33702,7279144933,
PINELLAS,76,R'CLUB CHILD CARE INC.,R'CLUB EARLY LEARNING ACADEMY @ LEMON STREET,1019 E. LEMON STREET,,TARPON SPRINGS,34689,7279381611,
PINELLAS,76,R'CLUB CHILD CARE INC.,R'CLUB EARLY LEARNING ACADEMY @ US 19 & ULMERTON,13348 US HIGHWAY 19 NORTH,,CLEARWATER,33764,7272162300,
PINELLAS,76,R'CLUB CHILD CARE INC.,R'CLUB LEW WILLIAMS CENTER FOR EARLY LEARNING,901 34TH STREET SOUTH,,ST. PETERSBURG,33711,7279144935,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,RETMUS ACADEMY OF LEARNING,2800 26TH AVE SOUTH,,ST. PETERSBURG,33712,7272007250,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,RETMUS ACADEMY OF LEARNING #2,3000 22ND AVE,,ST. PETERSBURG,33712,7274221832,
PINELLAS,4301,ROSIE'S PLAYSCHOOL III,ROSIE'S PLAYSCHOOL III,2869 54TH AVE N,,ST. PETERSBURG,337142414,7275216931,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,"SEASONS OF CARE, INC EARLY LEARNING",1800 49TH ST S,,ST. PETERSBURG,33707,7273279200,
PINELLAS,4416,SPEER YMCA PRESCHOOL ACADEMY,SPEER YMCA PRESCHOOL ACADEMY,2100 26TH AVE S,,ST. PETERSBURG,337123549,7278222156,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,ST. PETE PREP LEARING CENTER,6030 1ST STREET N,,ST. PETERSBURG,33703,7275227879,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,ST. PETERSBURG PRIMARY PREP,6216 54TH AVE N,,ST. PETERSBURG,33709,7275455584,
PINELLAS,3419,STARLING SCHOOL #1 & STAR CAMP,STARLING SCHOOL #1 & STAR CAMP,615 28TH STREET SOUTH,,ST. PETERSBURG,337121528,7275103766,
PINELLAS,4454,SUNSHINE ACADEMY OF CLEARWATER,SUNSHINE ACADEMY OF CLEARWATER,511 S HERCULES AVE,,CLEARWATER,337646313,7274475555,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,SWEET PEAS PRESCHOOL & ELEMENTARY,6751 ULMERTON ROAD,,LARGO,33771,7275369911,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,THE SPROUT ACADEMY - LARGO,1807 S HIGHLAND AVE,,CLEARWATER,33756,7275591777,
PINELLAS,4849,THE SPROUT ACADEMY CLEARWATER,THE SPROUT ACADEMY CLEARWATER,1419 SUNSET POINT RD,,CLEARWATER,33755,7274611001,
PINELLAS,5548,THE SPROUT ACADEMY PINELLAS PARK,THE SPROUT ACADEMY PINELLAS PARK,6552 84TH AVE. N.,,PINELLAS PARK,337811212,7275459944,
PINELLAS,4813,THE SPROUT ACADEMY-SEMINOLE,THE SPROUT ACADEMY-SEMINOLE,9259 PARK BLVD,,SEMINOLE,337774138,7273992483,
PINELLAS,4814,THE SPROUT ACADEMY-ST. PETERSBURG,THE SPROUT ACADEMY-ST. PETERSBURG,5610 54TH AVE N,,ST. PETERSBURG,337092004,7275416260,
PINELLAS,1458,CORNERSTONE FAMILY MINISTRIES,TRUTH AND LIFE CHRISTIAN ACADEMY,15703 61ST ST N,,CLEARWATER,33760,7273314688,
PINELLAS,401,VICTORY CHILD DEVELOPMENT CENTER,VICTORY CHILD DEVELOPMENT CENTER,4401 58TH STREET NORTH,,KENNETH CITY,337095330,7275459109,
PINELLAS,2487,WALSINGHAM WEE SCHOOL,WALSINGHAM WEE SCHOOL,11775 WALSINGHAM RD.,,LARGO,337782415,7275845536,
PINELLAS,6251,WONDER KIDZ ACADEMY OF BELCHER LLC,WONDER KIDZ ACADEMY OF BELCHER LLC,1375 BELCHER RD S,,LARGO,337715201,7273864051,
PINELLAS,5768,WONDER KIDZ ACADEMY,"WONDER KIDZ ACADEMY, LLC",557 CLEARWATER LARGO RD N,,LARGO,337702346,7275811195,
PINELLAS,3759,WRITE START LEARNING CENTER,WRITE START LEARNING CENTER,9270 RIDGE RD,,SEMINOLE,337722736,7273926467,
PINELLAS,5278,BRIGHTER DAYS LLC,YOUNG ACHIEVERS,3449 13TH AVE N,,ST. PETERSBURG,33713,7273234112,
POLK,5028,A BLESSED CHILD PRESCHOOL DAYCARE,A BLESSED CHILD II,245 E. BULLARD AVE.,,LAKE WALES,338533205,8632238174,
POLK,5028,A BLESSED CHILD PRESCHOOL DAYCARE,A BLESSED CHILD PRE-SCHOOL DAY CARE,615 N. SCENIC HWY.,,LAKE WALES,338533205,8636793833,
POLK,2677,"CHILD CARE OF SOUTHWEST FL., INC.",AFTERSCHOOL ALLIANCE OF POLK CO-JANIE HOWARD WILSON ELEM.,306 FLORIDA AVE,,LAKE WALES,33583,8632418861,
POLK,2677,"CHILD CARE OF SOUTHWEST FL., INC.",AFTERSCHOOL ALLIANCE OF POLK CO-POLK AVE,110 E POLK AVE,,LAKE WALES,33853,8632418861,
POLK,4077,ALL ABOARD LEARNING STATION LLC,ALL ABOARD LEARNING STATION LLC,505 PEOPLES LANE,,LAKELAND,338151311,8639402882,
POLK,2677,"CHILD CARE OF SOUTHWEST FL., INC.",ALL ABOUT KIDZ LEARNING CENTER,3311 AVE G NW,,WINTER HAVEN,33880,8632939999,
POLK,3525,ALPHA BRIGHT CHILDREN LEARNING CENTER,ALPHA BRIGHT CHILDREN LEARNING CENTER,438 N. WABASH AVE.,,LAKELAND,33815,8636830369,
POLK,501,AGRICULTURAL LABOR PROG. INC.,ALPI FROSTPROOF CHILD DEVELOPMENT CENTER,701 HOPSON RD.,,FROSTPROOF,33843,8636353396,
POLK,51,COM. COORD. CARE FOR CHILD. (4C),"AMERICAN TUTORING INSTITUTE II, LLC",1333 SHEPHERD ROAD,,LAKELAND,33811,4076557242,
POLK,4372,SCHOOL BOARD OF POLK COUNTY,AUBURNDALE CENTRAL ELEMENTARY,320 LEMON ST,,AUBURNDALE,33823,8639655450,
POLK,83,EAST COAST MIGRANT HEAD START PROJECT,BARTOW EDUCATIONAL CAMPUS,650 W MAIN STREET,,BARTOW,33830,8632858210,
POLK,2720,"BARTOW WEE CARE, INC.","BARTOW WEE CARE, INC.",1570 S. GORDON AVE.,,BARTOW,338301570,8635337221,
POLK,4692,BEACON HILL PRESCHOOL,BEACON HILL PRESCHOOL,801 W. BEACON RD.,,LAKELAND,338032846,8636827910,
POLK,1458,CORNERSTONE FAMILY MINISTRIES,BETHEL'S KIDS KARE,75 DON POLSTON DR,,EAGLE LAKE,33839,8632942413,
POLK,4372,SCHOOL BOARD OF POLK COUNTY,BETHUNE ACADEMY,900 AVENUE F,,HAINES CITY,33844,8634213335,
